video_id,transcript,doc_length,lexical_diversity
GElwx-CugjI,hey guy caitlin today going showing make homemade snow globe got kit school selling stuff called maker fizz marketing press okay brand crafty girl going say name watching know say snow globe kit say includes snow globe instruction spoon bead glitter got got guess snow globe stuff glitter got spot capsule water spit meeting one example add also perfume course owner manual say spinner move glitter move glitter like school make go go get clear container ag litter add water put let shake watch okay let get started think gonna make capsule first going add liquor going add bowl didnt say much add going add much go feel like halfway little less get great beat like halfway let go get another spin ill take sorry ring light got spoon clear two spoon one bottle feel like glitter gonna go top gonna put feel way like like two quarter maybe three yeah yeah there red glitter going use hand going try put clear sorry look kind cool oh gonna add actually used purse took person sport one sorry dont dont filming room background though smell oh sure gonna add five squirt medium okay container sorry hello hello hello dont think anymore anymore there like least there least one wait wait wait wait last call know something container something attached slime first time attached boat little bit like ugly camera really pretty think makeup oh jiggly slime bit wet feel kinda gross okay going push back put way mark yeah gonna put okay sorry guy get little sidetracked oh yeah okay well let put like see first let see glitter better gonna mixing didnt really jiggly fluffy slide didnt really want got please like well actually like white headband white slime friend slime traded white one like falling part know homemade slime let call stretchy sorry sorry could hear background think dealer cant see know field day comment please elementary school elementary school sure like one see video though comment saw video getting bunch clear bead wish fluffy slide bead would falling thats mom raging brother think makeup container honest show item make okay actually going put right front face thats gonna video liked give big thumb subscribe mom gonna get mad camera camera whatever yeah bye,375,0.496
GFAYH-hlZUs,morning magnum faulty fuel pump like think pump top kind four flathead screw top actual fuel pump bolt somewhere havent got yet pretty greasy dont want wash problem starter oiled stuff got working take side panel there one front two piece know maybe eight bolt took hood craftsman two large light head release hood right got pump location harbor freight light got two focus phillips head engine side inlet side mine fallen guess thats common problem engine warms plastic metal inlet side fell mine broke piece got poppet valve like retainer hold rubber washer guess creates vacuum diaphragm spring inside pump keyed inside get better shot light got flat piece got spring bottom diaphragm go push turn way stay place cant one hand using sofa ever wondered maybe stopped working take top cover one valve may popped position maybe push back continue working order another one,146,0.6986301369863014
GFgPw-BfpEU,time weekly market monitor like company say hold get pullback even sideways stock market joining u bill stone chief investment officer avalon advisor good see bill welcome back thank let start first pick walt disney company say last week park definitely pricing power really really crowded really played theme really one people really valuing experience good thats right going park second one dont think people think much really idea disney content go direct consumer long run think thats thing go obviously everyone think disney movie also think think theyre also process acquiring property st century fox going position really offer direct offer dividend well yeah mean think really interesting know there worry acquisition think really interesting piece going forward okay eli lilly spun animal health business say diversified set drug strong one well yeah mean obviously another theme know know know graying america frankly graying globe know guarantee going demand drug good thing know eli lilly little patent coming soon second part even drug come patent difficult take generic hard recreate last piece good pipeline particularly couple cancer drug know get testing get there real blockbuster upside last pick value sp time like stock yes think one thing energy whole dog year changed right think really changed particularly ill talk particular changed business able make money lower oil price also focused actually making money rather producing oil obviously shareholder mean lot lastly also mean pay large dividend talking like dividend yield think continue grow time bill stone thank much thank bill avalon advisor read pick head website,257,0.6108949416342413
GFgpW-cEyPE,yeah seen bajan canadian server time uh okay let go let go oh middle oh there people seen u though dont think theyre gonna come u theyre waiting chest get refilled really need find armor weapon right thats main priority oh bowl make soup oh oh there someone behind yeah thats guy chained hopefully he tamed guy hell go still he yet oh trap could get go would awesome see button well press lava fall there wall open know going dead yeah dead gonna win one ill least try maybe kill one guy guy didnt seven people thats lot five oh six aw someone came there cave hill searched many time last game havent found anything probably gonna upload hunkered game soon guy lose one oh yes stone thats needed armor thats good there gonna four people left gonna one versus three probably unless three guy werent teamed chasing yeah never thought maybe chasing yeah never thought maybe chasing oh yeah get hey there free dont doesnt really anything go back yeah there chest know there chest oh yes aw come oh look like stuck till came bit late sponsor refilled chest okay good thats hidden four people alone food think craft object lag normal thing dont need minute time craft object one get killed till there three player left automatic well thats say forum sure yeah beginning middle must close saw tree dont think run oh yeah make iron sword yes make iron sword gotta go back airport there unguarded well there people spawn unguarded crafting table airport make one might win well bigger chance sure wont win anymore iron sword hope theyre guarding though might put trap found button didnt know also hope theyre lurking around last time saw close know trap making iron sword dead there one block whole thing doesnt get lab maybe try knew mean didnt know get wanna get go good decent weapon gonna really skill wait possible there block right possible exactly right angle impossible,332,0.5090361445783133
GGMBM-ZpJSo,hello nanny shock mode cannot believe whats happening last night bed dreaming horrendous thing dreamt yesterday striptease believe cant understand dream came also dreaming become woman called nanny daily pure nonsense tossing turning night wrestling pillow thats thing bed wrestle there nobody wrestle wrestle pillow pretend wrestling anyway nonsense drifting dream id stripped well full strip sort prancing glove oh scary ill tell dreamt nose brain neurologist picking nose backside wearing stocking oh thing dreaming must tell january completely dry dry january really good fell wagon towards end january cat night cat episode assuming know dream true really dont need know maybe maybe dream cant tell difference anymore dreamland real land fairyland land land ill soon earth well hopefully soon well wont sometime yes wagon make sound like id dry january fell wagon go friend birthday party went back wagon week birthday weekend went back since drink think lack alcohol thats making weird dream think mean there anybody doesnt partake id interested know opinion dream drinking anyway thats today there little else say apart fact still shock zone hope tonight go bed dont wrestle pillow anything else dont disturbing dream else tell lovely walk today snowing well blue sky grey snowing clear snowing wet stuff doesnt stick snowman tell story know snowman well one melted left wet patch um yes think probably tom jack horn oh people know introduced many people already know reminded think thats anyway darling going going sit put foot maybe play scrabble quite boring person really easily pleased understand watching hoping still pleasing pleasing going lovely speak whoever wherever keep enjoying keep loving anybody else care love well thats indication free love love free give away choose sleep whoever like thats choose pillow thats fine anyway shall see tomorrow bye,294,0.6292517006802721
GHWcE-I_3ek,brings u next thing want talk scientific term remember reviewed common name scientific name talked structural feature much related observation took plant animal looked like next thing want talk adaptation everyone say adaptation adaptation adaptation would something plant animal help survive let think second help survive could example thing plant animal might help survive hmm ill give second think good thinking sometimes take little bit time wrap brain really hard come great idea thinking adaptation something might help animal survive going give example little bit extra research plant animal saw talked observation science lesson resistant water think talked little bit like live area moist ground lot water around thats well live get lot rain really really well type habitat remember habitat something life whats around yellow cedar life wet moist environment like water one adaptation yellow cedar evolved hundred thousand year yellow cedar around adaptation able resist water yellow cedar live hundred year water thats around doesnt break tree type wood start rot theyll start break apart break get really wet yellow cedar dont adaptation yellow cedar tree high resistance water thats one thing help make great using cedar make thing like canoe paddle go water yellow cedar resistant water thats one example adaptation another example dandelion youve ever walked around field gone walk street hike seen lot dandelion ton around right keep eye open bet see adaptation dandelion get cold get rainy instead flower open see yellow petal actually close almost go back budlike form close see almost light greenish colour around outside flower thats cold way dandelion protect get cold know little bit weather around sometimes get really hot warm heat wave really warm three four five day springtime even one week later get really cold order dandelion stay alive keep flourishing growing get cold thats close really really tightly keep warm think good example first parade sardis elementary brave student rain snow hail stormy day day nice sunny outside dandelion protect closing cold get warm sunny open back absorb light sunshine pretty cool next robin robin migrate wintertime robin dont like get really cold either migration adaptation oh thats tongue twister migration adaptation robin feel getting cold outside flock together bunch robin fly probably far california quite way fly warmer weather theyll build nest theyll live warmer climate warmer weather entire winter season start get warmer springtime like right robin fly back home thats many robin around right getting warmer starting see bird coming order able survive winter get cold robin fly south flying south called migration fly south keep warm winter time live winter fly back home springtime get warmer thats way robin live survive adaptation last one going talk ladybug ladybug adaptation remember talked ladybug red well red really bright colour lot animal trying protect predator maybe dont like bird come eats dont want get eaten bright bright seen warning animal might poisonous arent tasty eat try help get eaten thing like bird ladybug bright red colour try warn animal stay away pretty interesting hey studying science lesson weve looking plant animal observation helped able notice different thing plant animal lot relates structural feature notice thing plant animal start better understand plant animal live observation really important also looked common name scientific name common name call thats best known scientific name usually long difficult pronounce name allows scientist know sure something classified scientific name know sure thats animal anywhere world called name unless meet criterion animal scientist dont double repeat name everything individual scientific name last thing talked adaptation adaptation youve got scientific common name structural feature thats look like adaptation thing plant animal help survive cedar tree resistant water thats adaptation dandelion close cold thats adaptation robin fly south keep warm winter adaptation ladybug red wing covering help warn animal eat help stay alive another adaptation learned much observation science really excited hard guy working much learned effort youve put thats make brain grow big make smart thank science pleasure good luck future observation animal go outside walk go hike start observe everything thats around see else learn fun,675,0.4103703703703704
GHkjC-bUCkA,live inside world kid screaming cradle profanity see world eye covered ink bleach cross one cry cry watch weep love everything fire spreading around room word bright hard believe right oh dont remember yesterday keep moving forward marching til like soldier keep moving forward getting closer marching til like soldier keep moving forward sorry gonna sing south rushing till like second keep moving forward rushing till oh stranded open dried tear sorrow lacking emotion staring barrel,76,0.75
GIfmE-TnZ4w,hey andrew roger la nissan wanted quickly send quick video introduce turn camera around get see luke luke hello work together deal others customer whether luke gonna make sure always looked looking rogue right absolute beautiful shape asking whether rogue well rogue look way hill another white rogue star war edition think called grey roof moon roof everything blue also think red full leather every kind rope think trim option feature sure find dont seven store bring one yet give call ready come either deal luke help going make happen reach u reach direct line give u call well make,100,0.81
GKAAC--lryg,hello guy welcome back channel today going equipment tour noodle farm australia let go first item little lawnmower trailer here john deere loader belt spike there here series seater here clipper rover lawnmower here excavator bucket here wood splitter here here honda mean king quad x garbage lawnmower dont even know brand allowed shed there motorbike there generator there lot lawnmower also pump here trailer full wood mine dad here feeding feeding fork thats called hold one barrel thats suck see tub triton triton triton nun car showing car video next video part two different farm part two old farming series gonna call equipment tour here new holland sprayer small one here john deere bucket john deere good bucket here bale spire back hold two bale good built two summer ago here scraper clip change diameter blade work pipe culvert cement cultivator linkage cultivator fencing old stuff box go back car gonna go well go running want get quick got wood got post driver got cow got wood got old truss shed broke dont even know truss okay there crane there plough crane stuff there crane there crane stuff weve got old metal weve got hay bale feeding got harrow used go massey ferguson got free bottom plough disc part dont know tank bathtub want bath go swimming kid weve got para hurry thats one shed way hill take track go way hill go well go stockyard going go stockyard hop around back bit puffed here ramp pig sheep cow here good tractor drive one here spratter dont know name name tell comment section name dont know usually traffic go sprayer thing stock trailer stock random trailer gonna go weve got something special here motorbike got child got little friend want see u named guy twinkle name dont know call twinkle he nice car cute little bugger twinkle twinkle come shes sleeping weve fed milk thats look tire got garbage got stuff bag going go anymore going lock gate well go dont know gonna part one well part two um guy want watch thursday video,345,0.5246376811594203
GMvgV-PGT8I,good morning morning day didnt morning reason hurry trying get line actually pretty much sleeping whole time yeah parking opened till got little sleep got rope drop went straight millennial coffee ride pretty excited pretty long hour half really hot going ordering good food tired gonna eat food call good appetizer arrived fried pickle nice little sauce dip theyre hot eating theyre good food arrived shrimp pasta sourdough cheese mouth sourdough cheese mouth favorite wheel weve much many time ill walking slow actually much traffic there lot people never done cantina get alcohol u blue bayou weve pin trading weve pin trading fun got solid pin backpack got ooh there rabbit toast one kangaroo rewind thank thank reservation reservation made made well towel thats outer rim right thats got cider side right yeah side spice drop go cheer everybody booked u splash mountain right blue bayou cold real one walking right way reservation dinner super excited say going minute wait time yesterday afternoon night today today open morning hoping well see well see good yeah alright going walk arm getting tired peace waiting lobby blue bayou yeah checked reservation already look really nice smell like pirate room really excited watch look lobby course oh gosh got drink nonalcoholic course lit awesome amazing souvenir queue excited cheer cap amazing trip weve fun trip look really good received amazing meal got vegetable penne pasta pesto pasta excuse look amazing smell good get got serpent tur steak potato green bean amazing got exact thing look amazing gonna eat well catch later stuffed full ready go splash mountain go okay dessert go without fighting end night got creme belay shes never creme belay love creme belay creme belay little coffee went cake haunted mansion special yeah haunted mansion special got blood spatter look amazing must eighth time today yeah least last two day wanted give one last peek look like light night look pretty awesome honest basically way last thought star war land think think feel like come like really go different area like spaced everything else like soon music start hitting like different yeah think really really cool sure yeah gorgeous sneaking onto bus real quick yeah yeah successful mission oh theyre theyre way making way little slower alright guy great visit really good weekend much fun much fun baby really magical place earth really yeah make little tired yeah foot hurt little bit thats blister okay blister fine said thanks joining u hope enjoyed got fun adventure linked bye see ya,419,0.5727923627684964
GNRms-vWnYE,hello friend enemy weird care today going opening first movie eight trading card including one foil card booster pack looking embossed evolution card sticker card cost buck like come year ago cost get thought really cool open like oh thats short video ill go store ill buy another thing open gonna get check lane blister something saw gem ill give moment figure thought interesting figure put upside thought worth picking spice video yeah opening booster pack today promise yeah first let dig way guy get code promo sword shield number code point here oversized version bent thank god fixed got two darkness ablaze thats still new right sword shield reason theyre still pawning evolution as let crack bad boy open oh opening champion path opening seal there coat though three front energy energy super potion grit seal mean reverse end see see thats bunch crud anyway ill open sword shield base havent opened sword shield base forever miss gonna tell probably depends pull energy air balloon poke kid nail ordinary rod reverse got darkness ablaze newest second newest set u cause there champion path also wanna watch champion path video made check better right number there code one two three there energy cape toughness power energy feel teased enough would cool keep sealed opening channel keeping sealed channel oh brittle brittle gotta catch em trading card card like thing dont know anyway probably scene movie right strike back rebirth ash decided cry would good idea saved world forgot rest relaxation last yellow got coughing one atkins cobra backwards one vacation bottom one showdown thats actually pretty cool got he glossy little shadow ball guess got holographic thats pretty cool oh something back dont well keep going actually textured textured card back day dont know see back gotta catch stage two e e whatever mean number ultimate match v v back making racing another let see whats back one got swearing lit alright got number three three e maybe there like set like subset farewell uh copy flying away end movie sad actually almost died see circumstance one birth irrelevant gift life determines man deep deep know whats funny uh whats quote oh um spy kid thats favorite quote love saying people randomly yeah pop card go trade baseball card playground yep there thank much making end video hope enjoyed here reward here code whole box yeah hope guy good one staying safe new video time lot champion path coming soon subscribe know made far might well subscribe ring bell first chance getting code like video liked hope good one love goodbye,431,0.5893271461716937
GNbZu-nop2g,good evening everyone welcome another edition let get crystal clear host crystal jordan rb crooner probably remember little little boy he definitely grown sitting bearded fine sammy thank much welcome good good thank valentine day week thats right made sense would yeah love peace lady fitting absolutely thought said worked perfectly looking last week worked perfectly aligning yeah aligning going talk love know watching know fan know watching kind grow vocal thing afraid talk want ask black love something talk lot talked johnson little bit earlier week talking fact many time people focus relationship outside right opposed inside think focus result focused progress come love love work hard take two different individual two sometimes religious background two upbringing thats different trying mesh make harmony see picture like goal dont know household entail dont know friction going think need take time really really build strong foundation friendship standpoint spiritual standpoint especially come union think without nothing yeah absolutely heard lot wisdom someone young even though work started think entertainment industry got chance kind see thing like watching whats going able kind talk think experience different would werent much business since there year life know like limelight longer hurt without access thing like club know saying strip club stuff year young exposed lot thing course wasnt industry wouldnt access give sense perspective aggressive coming little shy come see pretty girl like boy like approach really yeah thats interesting like teaching think man supposed intentional he supposed protecting provide grow learning whats happened spiritual engulfed self trying become ever settling forever learning staying open minded thats refreshing part car dealt one thing admire even though lot time there lot pressure put child star supposed biggest thing ever period time wanted probably reason werent came back thing lot different youve one artist thats honest fan going make decision kind share really going life got back atlanta moneyless credit bad credit like took everything know saying option sell soul aka talking night crazy talking sell soul go back little vow individual like channel inner king lion get relationship god back needed one day hell put back forefront he beautiful way owe tell truth dont want die secret secret make sick yeah masked really depressed say loud sad say loud happy happy loud smile loud guess celebrity public figure think duty poster boy still human there somebody needed hear story theyre going like obstacle barricade know mean make make thats really put really inspire great value love like famous performing great music thats passion learn since always said whole song growing thing called life course dive word read book avid reader always feeding mind spirit refreshing feel evolution know saying could look mirror like salute know saying even flaw perfect um always known wired differently always kind looking forward bring way speed think alignment everything perfectly squared away awesome really reconnecting also completing fifth studio album fly san francisco thursday play label ill drop million tour go back solo tour maybe fall full blessing know mean seven year hard work last four fruitful kept faith kept perseverance kept head straight stay positive get rock arena next three month yeah reconnecting sandy lover man day one like yeah thats thats enough see evolution house different like people remember sweet sammy cute little sweet sammy sammy sammy telling u send nude process wrong dont like lifestyle kind different greatest teacher life experiencing self take thing damn he dropping type old man stuff take experience creates beautiful music resonates everyone go people rb would say rb last maybe year strayed away essence used there whole conversation rb missing want ask daughter thats younger grew there really rd presence there love song people turn girl money flash bring girl another girl vanessa there nothing wrong yeah want thats cool thats awesome also like like missing like bus disconnect lane wide open think thats able actually slide back although like fan love chose finally record talking pull netflix chill like let take get know gonna court speak know mean yeah yeah yeah think men mass there select community u gotta really like rock mean love piece much trying like around somebody said lustful yeah standpoint right know thats going entice long like personality like story think intellect admirable yeah whats dream whats aspiration whats plan like really ask question right know mean right purposeful pretty think lesson would want give young girl coming theyre looking different image woman look one thing lesson would want give daughter yeah blessed godfather beautiful four month old thats little baby shes still heart getting practice job father job boogie man gonna instill moral ethic love like said best love think lot woman make mistake settle men thats way beneath bar never loved taught correctly theyre enough gorgeous beyond body inner beauty thing called spirit resides shell know saying like really go birth stick lot thing mom dad told eight year old still resonates might understood degree course got older lesson stay think important hold accountable year old celebrity sings rb music always even sex music sensual thats body really really stressing younger generation though especially filtering blemish okay imperfect there earth perfect flawed make mistake react respond thing think praise process stop looking result thats gotta freedom know celebrity cant know may money something cant public money doesnt match theyre saying think best thing happened success parent taking collectively give best chance happen since moment going back high school kid tall guy didnt like much girl security played basketball two year homecoming king renaissance program joined choir suck guy class guy rock junior year took lot embrace odd best pure four year life guy tour dont even know part life never got experience know light camera action sad poison happens world dont love happened music change dont rock music turn drug suffers abuse suffer depression suicide real thing dont disconnect outside music love sang singer songwriter performer find tour sammy happy valentine day well see guy next time,993,0.5085599194360524
GOqVy-BmYrs,going taco bell head taco bell hey quiet yo whats called ready order take go marco said guess dont know election let good go buddy going straight la order fucking ticket huh hey watch ordering ticket la ordering ticket la right guy ordering fucking th wednesday thats outta buddy get back la got crazy content coming thats everything promise know get la content though ill everything record whats damn man mess whole room head ya damn fucking mess though dont even know gonna staying yeah bout go look crib tonight hold mom booked outta let know going la give guy best content possibly going going posting everyday going everything everything going giving motivation dont sleep la content going fucking world thats everything cant mass la summer come back get little break chill girl see family see old friend back fucking short going right back work miss palm tree miss palm tree shit aint nothing like waking beautiful sun la knowing anything see anybody make anything happen thats there lot world there lot thats calling name find passion go go get like creating content like creating stuff general creating music creating content like creating stuff ground stuff whatever want thats dont let nobody tell different going know year gonna boom right fucking world leave like comment subscribe rocking ill see two week la,222,0.5630630630630631
GQdJn-Sk24A,video trapped since last video pretty well really love trapping decided part enjoy please leave like took lot effort make lot time considering know school exists thats enjoy video alright like threatened like join uh yeah yeah let uh fun fell fell fell fell scum heck okay wanted bit um yeah torture oh gosh oh god done done done done pretty good trapped streamer oh sound like fun said pretty nervous alright guy nine sub look promise next like people actual sub promise promise insane oh god come back still feel like he gonna right edge oh dang oh geez oh goodness he he absolutely cracked oh oh goodness he absolutely cracked oh goodness amazing impressive insane dude didnt see coming dont think thing think ping people pin message dont know saying anymore quality context one science homework saw streaming decided know funny thing substance increase shut science got trapped one shot didnt see one shot way oh good game one shot one shot right yeah okay getting getting getting clip getting next next spanish arabic clip block trap like debating last clip actually like trapping yeah count wait count mean got mean mean fair wait got really get baited like okay look failure okay okay admitted okay failure bye bye oh totally legit totally legit legit,217,0.5483870967741935
GXkOn-vUZKs,tarzan vampire come along swoop arm like quick jungle clark kent real gem would caught sitting around jungle sky dumb ape nothing superman never made money saving world star woman brandy sometimes despair world never see another man like hey bob soup straight job even though could smashed bank superman forced carry forget krypton keep going superman sometimes despair world never see another man like tarzan king jungle ruled ape could hardly string together foe james sometimes soup stopping crime ill bet tempted quit turn back men join tarzan forest stayed city kept changing clothes dirty old phone booth till work nothing go superman never made anybody sometimes despair world never see another man living,115,0.7217391304347827
GcNTt-8IZJ4,december ryan wayne white born jeannie hubert white indiana shortly birth doctor discovered rare disease called hemophilia hemophilia disease blood prevents blood clotting lead pain swelling blood accumulates body ryan hospital child hemophilia treated factor factor treatment help hemophiliac blood clot normally mother jeannie wanted ryan live like normal kid allowed play little league baseball enjoyed playing kid including sister andrea fishing grandpa also enjoyed skateboarding around neighborhood ryan would seen riding bicycle around later even got paper route two hobby collecting matchbox car comic book turned interest matchbox car real car knew lot ryan came rare case pneumonia admitted riley hospital indianapolis partial lung remover procedure blood test hospital showed ryan aid aid stand acquired immune deficiency syndrome time new disease nobody knew much seemed gay men drug user got aid cure thought death sentence ryan got aid contaminated batch factor infected virus instead scared die ryan decided wanted continue everyday life wanted play friend spend time family go back school early ryan began feel better ready go back school tried go back denied western school corporation superintendent james smith legal battle would last almost year august lawyer filed lawsuit quickly dismissed told appeal indiana department education time school offered special phone computer connection set ryan tried horrible february department education ruled ryan could go back school given clearance howard county health officer dr alan adler said ryan fit enough go back school ball hospital early one day someone bullet white living room window knew time leave may moved cicero indiana ryan well enough start school fall hamilton height high school life cicero completely different ryan family hamilton height principal along student body president stewart worked educate school community aid aid education worked opened door ryan started new drug called health improved ryan began traveling country spread message aid education healthcare ryan jill stewart testified presidential commission aid march television made movie called ryan white story ryan got play role another aid patient movie ryan wrote autobiography titled ryan white story whole world hearing message aid celebrity athlete politician joined cause michael jackson famous singer called one day invited ryan visitor ranch became friend many meeting michael gave ryan favorite car red mustang gift one favorite athlete got meet greg lou olympic diver another famous singer elton john became one closest friend often visited eventually ryan got sick march ryan hospitalized doctor told way might survive hooked ventilator put anesthesia ryan mother knew might never wake april surrounded family friend ryan white died ryan year old andrea gave long hug mother kissed ryan white funeral held april people came pay respect michael jackson elton john many celebrity friend elton played song called skyline pigeon almost year later legacy continues fort wayne youth theatre production kid ryan white story fort wayne youth theatre chose produce show part th anniversary celebration local playwright gregory wrote directed show along local child adult actor lucky enough part cast meaningful production debuted sold crowd fort wayne early february following excerpt interview conducted gregory co wrote three month nothing exciting first night read entire ensemble wasnt usual youth theater show played around lot laughed lot came immediately work knew important story told real little boy lived indiana really went hard time brave battling persevered kind changed history term time happening people knowledge aid incredibly exciting experience bring life actor amazing play role ryan white felt good thats word going use felt honored part entire project teaching people happened felt proud rest cast played amazing part amazing job also helped adult cast greg get story ryan white nation playing role actually escalated feeling knowing actually went real life know hurt tough woman proud play quite challenge know try present people going feeling well people generation know ryan white state even wasnt state kid around world know one simple reason changed world wanted go school desire go school fight woke entire nation fact aid crisis wasnt relegated certain part country right heart country could happen year old boy brave sticking conviction changed world turn ended saving thousand people life calling attention crisis aide think important message brings forth far bullying go family endured lot bullying day important keep going help others going went ryan white saved lot people saved lot life could stayed home done nothing instead fought school got right go back standing showed world aid dangerous thought doctor scientist people saw disease wasnt bad thought like oh well fund service half million people aid every year hundred scholarship award organization named ryan white thousand people dying aid living aid ryan white always candle wind,759,0.5718050065876152
GcRvb-NK_QQ,hey guy first video ever made know guy like short channel might next time uh yeah video know usually short second yeah tell comment section make video short longer see ton short like half minute long like um there one like um long attention span thing like minute half dont know people tell comment yeah yeah yep yeah video dummy get onto video okay anyways dummy doesnt know first video ever thinking six subscriber well probably video short time bye bye sorry,82,0.5975609756097561
GjBmF-LG9mI,hello guy going close door go okay anyways another episode nerf gonna go order first found deploy cannot fit frame tried okay guy give second okay test okay testing dart right okay let see dang pretty good good three foot away like actually like two foot okay deploy deeply work second thing found two fabric got one also broken old gun didnt get okay found two dirt zone dark yeah dark zone little gun punch next thing found mac tommy yeah havent tested ill shoot little gun shoot really well elite old streamlines didnt even see dart dont even know shot camera probably okay saw came back hit probably happy reason dont know see people hate gun didnt battery either seven buck never get old okay going try uh one made magazine ill see guy next time signing bye,139,0.6618705035971223
GkkzP-Cxc2k,tell want watch mommy bought cause wanna watch movie want watch movie yeah want watch um barbie mermaid barbie yeah okay say mermaid barbie good job alright goofy let go watch yeah cracking funny cracking much fun think today alright let go watch movie lady want go watch movie yeah okay movie mummy bunny hear mummy bunny alright bye bye bye bye,62,0.5
Gluoi-FA3qs,video showing various method used facebook manipulate extort clueless victim work succeed spot sign facebook spam protect facebook scam victim facebook scam facebook account also risk scammed activity arent prevalent facebook run scam internet including social network always approach something doesnt look right caution lookout duplicate stolen account misleading viral video request money fake contest coupon promise love taking time understand might facebook scam help keep personal information safe enjoying social network duplicating account spammer replicate account without password creating fake email using real name picture reproduce exact replica account one tactic text actual friend request money claiming emergency method successful case also send friend also dont click random link didnt request identity theft facebook account used crack password account duplicated information used determine answer authentication question verify idea use account criminal also use facebook determine potential victim home publicly sharing information vacation time away home exactly burglar looking tip mindful see location social network always update privacy setting ensure trust see really profile view unfriended spam anytime see notification message viewed profile someone unfriended probably spam facebook advertise type activity september advertise service might trying steal password come across facebook asks report ad contest free coupon scam contest crisis setting fake page facebook marketing collecting information everyone join love spam social medium affair person eventually asks money get back u travel promise seeing loved one money transferred distant lover disappears countless victim sent deep depression due type scam feeling unwanted abandoned look loved one check make sure led astray share video make sure stay aware current trending tactic fraudsters protect facebook scam concept behind defeating scam fairly simple theory dont click unknown link remember nothing ever free probably gorgeous international prince princess interested business friend going offer lot money method making quick fortune key takeaway wary click social medium network update privacy setting ensure trustworthy friend family see share located facebook suspect scam report suspicious activity social medium network law enforcement subscribe share video family friend coworkers keep safe attack bully spam free zone keeping updated remember better safe sorry,341,0.6422287390029325
GoraE-vZruo,end medium able explain various type timer used relay logic operation clear understanding let u take electromagnetic timer relay type timer copper slug provided obtain time delay type timer provide time delay range micro millisecond pneumatic timer static timer give desired time delay several minute let u see time delay operation using electromagnetic timer electromagnetic timer designed provide time delay pickup timer timer said time delay pickup timer type timer yellow contact timer close contact open time delay even timer contact timer regain original position without delay timer timer designed provide time delay drop timer case contact position change occurs instantaneously timer timer present delay time contact regain original position specially designed timer available time delay cut reset manually mean external reset pulse time delay required cannot adjusted explained timer pneumatic timer static timer user adjust delay time per requirement repeat cycle timer type timer reset automatically set time reached restarts next cycle reset thus learnt type timer used logic operation relay,162,0.4814814814814814
GqVqo-aCwQs,music playing something deep inside wont let quit swear inspired shit tell care wont thats god fuck lie inspired worth desire worst hide work aint tired first write second third verse lie go disperse never shit know hurt something deep inside wont let quit swear inspired shit tell cant wont thats guy fuck lie ill want dont really know come next best even though stressed everything feel like test fail depressed cant seem get something deep inside wont let quit swear inspired shit tell care wont thats god fuck lie ill want,92,0.5869565217391305
GsHYG-eL_AY,gentleman may start audience even started car fine like guy jerk well guy jerk made nervous guess kind went stop sign guess automatic failure something big deal didnt hit anybody anything well sorry brian know looking forward sleep test get someone else give test stop supposed thats first time lucky woman examined think hoping think woman hoping got loosens know true speaking woman helping department need license drive becky date date wow really moving world becky shes girl called b go thought could drive supposed take bus really counting license friday night mom already told use car pas left knew would pas guy ruined life suck call tell happened shell understand maybe shell also pencil made big deal much need driving cant wait get license need go guy dont drive sound like real connection fun id better take advantage situation know mean want let use car crazy know drive might driver perfectly safe safe get car perfectly safe get car service ever know never get away help mom dad never find please dont tell dont get pulled get pulled something wrong gonna something wrong oh maintain speed limit oh seat belt hand oclock oclock know drive please help thats brother come gold trick look understand predicted would move anything happen u wed screwed nothing happen dont know driving perfectly someone fault gonna exchange information driver license insurance could happen give license thats whats gonna happen case would give info always say driving criminal mind never knew want girl like ill never ask everything dont incredibly careful anything happen wont anything happen ill promise stay full responsible plan treating tell mom dad right mark card block going say going study say going theyll never ask go anywhere anyway covered ill back mark card block walk home good scared try say may crazy yeah anything happens ill kill hard nothing happen ill take test right next week get license let hope faith believe ill praying night long see,326,0.6042944785276073
Gtyoz-3jMeI,gaming ever growing market like play game price going always play one last time playing independent game something call duty league legend wouldnt want access multiple game fraction cost big title got idea game archive offer opportunity access independently made game fee month limit time number game downloaded unlimited gaming month bad eh expanding market million indie gamers worldwide game archive provided targeted server growing population game archive dedicated platform thousand game developer world market product receive every time game downloaded well possibility buy banner platform advertise product increase exposure unlike competitor steam indie developer game shadowed big name game archive offer indie game visibility marketing power gamers allow access independent game desire small subscription fee moreover power needed run game increasing time therefore offer streaming service game server image sent back way computer capacity used user suffer lag situation offer specific customer product desire small price developer visibility need according survey gamers average win pay subscription fee access indie game furthermore result show gamers continue dominant force indie market expert dr brown found platform also allowed indie developer harness market power would otherwise lack comparison big player market business model value proposition summarized creation platform bringing together developer player indie game primary revenue monthly subscription furthermore also advertisement banner platform offer secondary source income initial cost consist development website whilst yearly cost include staff wage server rental platform maintenance well payment game developer although making profit first two year due high initial cost expected make profit end year initially reach audience strong social medium campaign online advertising first stage project consist hiring employee development website launch service develop customer service support finally improve already existing capability assess possibility expand country game archive thank time,285,0.6526315789473685
